reporting-org;result;indicator
NL-KVK-41160054;Communities are more resilient to drought;People reached with preventive activities in livelihood
NL-KVK-41160054;Communities are more resilient to drought;People reached with preventive activities in natural resource management
NL-KVK-41160054;Communities are more resilient to drought;People reached with preventive activities in climate adaptation
NL-KVK-41160054;Communities are more resilient to drought;Communities with emergency preparedness plans (incl. early warning)
NL-KVK-41160054;Community based organizations participate in dialogue and lobby;Lobby trajectories to influence policy of relevant actors
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;Organized communities that developed their own disaster plans
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;People reached with preventive activities in water
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;People reached with preventive activities in livelihood
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;People reached with preventive activities in natural resource management
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;People reached with preventive activities in climate adaptation
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;Communities with emergency preparedness plans (incl. early warning)
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;Local organizations with increased capacity in (CM)DRR
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;Lobby trajectories to influence policy of relevant actors
NL-KVK-41160054;Strengthening community resilience to climate induced hazards;Knowledge Development trajectories
NL-KVK-41160054;Strengthening civil society organizations to take responsibility in disaster risk reduction;Local organizations with increased capacity in (CM)DRR
NL-KVK-41160054;Strengthening civil society organizations to take responsibility in disaster risk reduction;Knowledge Development trajectories
NL-KVK-41160054;Integrating of DRR, CCA and EMR into local and national policies and funding;Lobby trajectories to influence policy of relevant actors
NL-KVK-41160054;Growth of the rural (and agri) loan portfolio;Percent increase in rural loan portfolio of MFI
NL-KVK-41160054;Reached microfinance clients in rural areas;Rural microfinance clients provided with loan
NL-KVK-41160054;Improve dairy and apiary production and productivity among 4,200 farmer households;People trained in business skills
NL-KVK-41160054;Improve dairy and apiary production and productivity among 4,200 farmer households;Trainings organized, i.e. for target population
NL-KVK-41160054;Improve dairy and apiary production and productivity among 4,200 farmer households;Centers set up for the processing of (raw) agricultural products
NL-KVK-41160054;Increase the income of targeted farmer households;People with an increased household income
NL-KVK-41160054;Improve market opportunities for 16 farmer organizations;Cooperatives trained
NL-KVK-41160054;Improve market opportunities for 16 farmer organizations;Cooperation(s) with relevant stakeholders established
NL-KVK-41160054;Improve the capacity of the farmer institutions to engage in development processes;Cooperatives are self-supporting
NL-KVK-41160054;MFIs reached with investment to MFI fund;MFI(s) with increased loan portfolio
NL-KVK-41160054;Number of clients reached through investment in MFI fund;Microfinance clients provided with loan
NL-KVK-41160054;Improvement of infrastucture for agricultural production;Sites with improved (water) infrastructure
NL-KVK-41160054;Improvement of infrastucture for agricultural production;Centers set up for the processing of (raw) agricultural products
NL-KVK-41160054;Improvement of infrastucture for agricultural production;Trees on agricultural land rehabilitated
NL-KVK-41160054;Imrpovement of agricultural, fishery and livestock production;Percent increase in production volume
NL-KVK-41160054;Imrpovement of agricultural, fishery and livestock production;People with access to agricultural inputs & services for better quality produ
NL-KVK-41160054;Improvement of organisational capacity of associations;Percent of persons in the committee or cooperative is women
NL-KVK-41160054;Improvement of organisational capacity of associations;Cooperatives trained
NL-KVK-41160054;Improvement of organisational capacity of associations;Lobby trajectories implemented
NL-KVK-41160054;Farmers will increase their production volume;Percent increase in production volume
